Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Attendance_Category,Performance_Band,Pass_Fail,Risk_Level,Risk_Score
ID02003,Female,19,Computer Science,79.3,3.0,3.37,5.7,9,3.42,Good,Very Good,1,Low Risk,22.8275
ID02004,Male,21,Economics,81.9,1.4,2.07,5.1,7,2.38,Good,Average,1,Medium Risk,39.4325
ID02005,Male,24,Economics,100.0,3.7,3.81,6.9,11,4.0,Excellent,Excellent,1,Low Risk,6.862499999999999
ID02006,Female,21,Engineering,100.0,0.9,3.25,6.7,7,3.55,Excellent,Excellent,1,Medium Risk,22.962500000000002
ID02007,Male,21,Psychology,80.8,5.7,3.18,7.6,6,3.61,Good,Excellent,1,Low Risk,15.815000000000001
ID02008,Female,23,Economics,75.5,7.8,2.28,4.0,12,2.34,Good,Average,1,Medium Risk,26.075000000000003
ID02009,Male,19,Psychology,72.0,3.6,2.46,6.7,7,2.51,Low,Good,1,Medium Risk,31.674999999999997
ID02010,Male,23,Engineering,95.4,4.5,2.9,5.7,8,3.29,Excellent,Very Good,1,Low Risk,13.694999999999997
ID02011,Male,24,Economics,81.9,7.8,3.5,8.9,7,3.75,Good,Excellent,1,Low Risk,12.519999999999998
ID02012,Male,20,Computer Science,79.2,2.3,2.06,7.6,8,1.93,Good,Poor,0,Medium Risk,37.135
ID02013,Female,19,Business,72.8,1.4,3.49,6.2,10,3.35,Low,Very Good,1,Medium Risk,31.1025
ID02014,Male,20,Psychology,73.5,0.9,2.92,9.1,6,2.83,Low,Good,1,Medium Risk,37.775000000000006
ID02015,Male,20,Economics,89.8,2.5,2.99,6.3,9,3.31,Excellent,Very Good,1,Low Risk,23.4275
ID02016,Male,21,Economics,65.3,2.7,3.23,6.8,2,3.19,Low,Very Good,1,Medium Risk,31.552500000000002
ID02017,Male,19,Engineering,99.9,6.0,3.23,7.4,8,3.85,Excellent,Excellent,1,Low Risk,6.782499999999997
ID02018,Female,20,Computer Science,77.0,1.7,2.74,8.4,5,2.59,Good,Good,1,Medium Risk,34.574999999999996
ID02019,Male,22,Mathematics,82.8,1.4,3.41,7.0,12,3.72,Good,Excellent,1,Medium Risk,27.302500000000002
ID02020,Female,20,Economics,64.9,6.5,1.94,9.1,7,2.08,Low,Average,1,High Risk,33.81999999999999
ID02021,Female,22,Business,84.8,2.9,2.87,6.4,8,3.31,Good,Very Good,1,Low Risk,25.1275
ID02022,Female,19,Engineering,80.1,4.5,3.18,5.5,9,3.58,Good,Excellent,1,Low Risk,18.130000000000003
ID02023,Female,24,Economics,84.2,6.2,2.93,9.4,10,3.49,Good,Very Good,1,Low Risk,16.472499999999997
ID02024,Male,23,Economics,100.0,14.0,2.19,6.5,7,2.99,Excellent,Good,1,Medium Risk,15.837499999999999
ID02025,Male,19,Engineering,87.7,5.1,3.48,7.9,7,3.75,Excellent,Excellent,1,Low Risk,10.084999999999999
ID02026,Male,23,Engineering,73.1,2.7,2.48,8.2,11,2.47,Low,Average,1,Medium Risk,34.605000000000004
ID02027,Female,23,Psychology,74.3,6.5,3.07,10.0,12,3.29,Low,Very Good,1,Medium Risk,19.7025
ID02028,Female,19,Economics,93.9,2.2,3.18,6.6,10,3.26,Excellent,Very Good,1,Low Risk,21.119999999999994
ID02029,Male,20,Mathematics,100.0,7.8,3.11,7.8,8,3.58,Excellent,Excellent,1,Low Risk,7.7875000000000005
ID02030,Female,18,Business,89.2,2.6,3.68,5.8,13,3.98,Excellent,Excellent,1,Low Risk,17.259999999999998
ID02031,Male,20,Computer Science,95.3,2.0,3.07,6.3,3,3.39,Excellent,Very Good,1,Low Risk,22.252500000000005
ID02032,Female,20,Computer Science,94.1,4.2,3.31,5.9,10,3.67,Excellent,Excellent,1,Low Risk,11.892500000000002
ID02033,Male,24,Mathematics,100.0,5.0,3.07,8.3,6,3.39,Excellent,Very Good,1,Low Risk,8.137500000000001
ID02034,Female,21,Engineering,55.8,2.0,3.41,8.4,9,2.91,Critical,Good,1,High Risk,37.052499999999995
ID02035,Female,21,Engineering,95.0,2.8,3.8,7.6,3,4.0,Excellent,Excellent,1,Low Risk,12.800000000000004
ID02036,Male,20,Engineering,99.8,5.3,3.17,5.8,8,3.51,Excellent,Excellent,1,Low Risk,7.352500000000001
ID02037,Male,22,Economics,64.9,4.6,3.49,6.0,8,3.58,Low,Excellent,1,Medium Risk,21.857499999999998
ID02038,Male,24,Engineering,71.7,5.2,3.83,5.9,10,3.93,Low,Excellent,1,Medium Risk,14.222499999999998
ID02039,Male,23,Engineering,72.2,7.9,3.78,7.5,4,3.9,Low,Excellent,1,Medium Risk,14.435000000000002
ID02040,Male,21,Economics,74.1,4.8,2.91,4.6,3,2.93,Low,Good,1,Medium Risk,21.992500000000003
ID02041,Female,20,Economics,77.8,9.1,3.62,6.4,4,3.85,Good,Excellent,1,Low Risk,13.315000000000001
ID02042,Female,24,Mathematics,88.6,6.7,3.22,5.0,10,3.41,Excellent,Very Good,1,Low Risk,11.955000000000002
ID02043,Male,18,Psychology,98.0,2.8,3.66,7.8,4,4.0,Excellent,Excellent,1,Low Risk,12.675
ID02044,Male,22,Economics,100.0,8.1,3.38,5.5,6,3.82,Excellent,Excellent,1,Low Risk,5.425000000000001
ID02045,Female,19,Business,72.4,4.7,3.24,9.9,6,3.39,Low,Very Good,1,Medium Risk,20.269999999999992
ID02046,Female,20,Engineering,72.3,7.4,3.32,8.6,6,3.44,Low,Very Good,1,Medium Risk,18.415000000000003
ID02047,Male,24,Psychology,100.0,5.2,3.23,6.9,12,3.44,Excellent,Very Good,1,Low Risk,6.7375
ID02048,Female,20,Computer Science,94.7,10.3,3.25,7.6,7,3.88,Excellent,Excellent,1,Low Risk,8.947499999999998
ID02049,Male,23,Mathematics,86.2,2.0,3.02,7.7,9,3.14,Excellent,Very Good,1,Low Risk,26.784999999999997
ID02050,Male,22,Psychology,92.1,3.6,2.97,5.6,7,3.37,Excellent,Very Good,1,Low Risk,18.1675
ID02051,Male,21,Economics,84.6,5.8,3.98,8.9,3,4.0,Good,Excellent,1,Low Risk,7.105000000000002
ID02052,Male,21,Engineering,92.9,4.4,3.34,6.9,9,3.71,Excellent,Excellent,1,Low Risk,11.369999999999997
ID02053,Male,21,Engineering,80.0,2.2,2.81,5.8,4,2.92,Good,Good,1,Low Risk,30.6125
ID02054,Female,19,Engineering,89.0,9.8,2.96,7.8,6,3.61,Excellent,Excellent,1,Low Risk,14.05
ID02055,Female,24,Psychology,62.3,3.9,3.63,5.3,6,3.41,Low,Very Good,1,Medium Risk,24.602500000000006
ID02056,Female,22,Engineering,74.7,7.0,2.73,8.0,11,2.91,Low,Good,1,Medium Risk,22.4975
ID02057,Male,22,Economics,74.8,5.5,2.36,7.5,3,2.55,Low,Good,1,Medium Risk,25.69
ID02058,Male,21,Psychology,79.4,6.3,2.4,6.0,10,2.51,Good,Good,1,Medium Risk,23.269999999999996
ID02059,Female,21,Engineering,71.1,1.9,2.24,8.4,12,2.04,Low,Average,1,Medium Risk,40.805
ID02060,Male,23,Computer Science,77.0,4.0,2.45,8.1,7,2.53,Good,Good,1,Medium Risk,27.912499999999994
ID02061,Male,18,Computer Science,62.3,6.4,2.51,6.5,11,2.69,Low,Good,1,Medium Risk,30.002500000000005
ID02062,Male,18,Business,93.2,7.0,3.79,7.8,8,4.0,Excellent,Excellent,1,Low Risk,4.897499999999998
ID02063,Female,20,Engineering,83.8,6.6,3.08,5.0,11,3.38,Good,Very Good,1,Low Risk,15.34
ID02064,Male,20,Engineering,59.4,2.6,2.92,7.7,6,2.59,Critical,Good,1,High Risk,37.32
ID02065,Male,22,Psychology,72.5,1.3,2.38,4.8,8,2.02,Low,Average,1,Medium Risk,41.349999999999994
ID02066,Female,22,Psychology,90.0,1.7,3.03,7.2,10,3.24,Excellent,Very Good,1,Medium Risk,26.1875
ID02067,Male,19,Engineering,76.9,4.1,2.23,8.0,8,2.41,Good,Average,1,Medium Risk,29.482499999999998
ID02068,Male,19,Business,74.5,4.4,2.92,7.5,8,2.85,Low,Good,1,Medium Risk,23.324999999999996
ID02069,Male,18,Engineering,83.9,4.1,4.0,9.3,4,4.0,Good,Excellent,1,Low Risk,10.844999999999999
ID02070,Male,20,Economics,90.2,1.9,3.43,5.8,5,3.52,Excellent,Excellent,1,Medium Risk,21.7975
ID02071,Female,18,Psychology,63.5,2.9,3.0,7.6,6,2.81,Low,Good,1,Medium Risk,33.575
ID02072,Male,18,Engineering,93.3,9.7,3.45,4.0,15,4.0,Excellent,Excellent,1,Low Risk,7.8275
ID02073,Male,20,Psychology,73.0,5.0,2.84,6.2,8,2.81,Low,Good,1,Medium Risk,22.3
ID02074,Female,24,Engineering,84.7,3.9,2.7,6.5,7,2.98,Good,Good,1,Low Risk,22.659999999999997
ID02075,Female,19,Mathematics,84.5,9.6,3.95,9.4,5,4.0,Good,Excellent,1,Low Risk,7.412499999999999
ID02076,Female,23,Psychology,77.1,10.8,2.53,7.0,10,3.1,Good,Very Good,1,Low Risk,23.167500000000004
ID02077,Male,23,Business,69.6,3.1,2.92,8.4,9,2.86,Low,Good,1,Medium Risk,30.730000000000004
ID02078,Male,23,Mathematics,80.7,5.1,3.25,5.6,11,3.72,Good,Excellent,1,Low Risk,15.247499999999999
ID02079,Female,20,Economics,100.0,1.5,2.63,6.5,6,2.88,Excellent,Good,1,Medium Risk,25.987499999999997
ID02080,Female,21,Engineering,64.6,1.2,3.43,5.7,7,3.12,Low,Very Good,1,Medium Risk,36.1175
ID02081,Male,21,Economics,100.0,3.6,2.95,5.5,7,3.21,Excellent,Very Good,1,Low Risk,14.787499999999998
ID02082,Male,21,Psychology,81.1,1.8,3.43,5.6,9,3.41,Good,Very Good,1,Medium Risk,26.2925
ID02083,Male,22,Mathematics,85.5,2.9,3.39,6.1,4,3.53,Excellent,Excellent,1,Low Risk,20.262500000000003
ID02084,Female,19,Economics,68.7,4.8,2.98,10.0,8,2.82,Low,Good,1,Medium Risk,23.81
ID02085,Male,19,Business,73.4,8.5,3.96,6.9,13,4.0,Low,Excellent,1,Medium Risk,12.319999999999997
ID02086,Male,24,Psychology,77.5,5.1,2.77,5.0,10,2.64,Good,Good,1,Low Risk,20.8875
ID02087,Male,24,Mathematics,69.3,3.1,3.77,6.2,1,3.72,Low,Excellent,1,Medium Risk,23.427500000000002
ID02088,Female,22,Economics,81.9,11.2,3.69,8.5,6,4.0,Good,Excellent,1,Low Risk,10.857499999999998
ID02089,Female,18,Mathematics,78.9,4.3,3.99,5.9,10,3.76,Good,Excellent,1,Low Risk,12.382499999999997
ID02090,Male,24,Mathematics,100.0,7.0,3.19,9.2,4,3.43,Excellent,Very Good,1,Low Risk,7.0874999999999995
ID02091,Female,23,Economics,67.5,7.4,2.71,8.5,11,3.0,Low,Very Good,1,Medium Risk,25.9125
ID02092,Female,21,Computer Science,86.5,3.9,4.0,6.7,11,4.0,Excellent,Excellent,1,Low Risk,10.475000000000001
ID02093,Male,23,Engineering,88.7,0.6,2.93,6.0,11,3.08,Excellent,Very Good,1,Medium Risk,32.0475
ID02094,Male,21,Psychology,68.9,1.2,2.69,5.6,9,2.49,Low,Average,1,Medium Risk,40.6575
ID02095,Male,23,Psychology,95.3,2.7,3.01,7.3,10,3.32,Excellent,Very Good,1,Low Risk,19.977500000000006
ID02096,Female,18,Psychology,79.0,2.8,2.61,7.6,9,2.44,Good,Average,1,Low Risk,30.4125
ID02097,Female,23,Mathematics,47.6,4.0,3.36,9.0,17,2.74,Critical,Good,1,High Risk,33.18
ID02098,Female,23,Economics,94.9,3.5,2.8,7.5,9,3.26,Excellent,Very Good,1,Low Risk,18.794999999999998
ID02099,Female,20,Engineering,68.2,3.6,2.96,6.5,13,3.01,Low,Very Good,1,Medium Risk,29.009999999999998
ID02100,Male,23,Business,69.3,4.2,3.58,9.1,7,3.69,Low,Excellent,1,Medium Risk,20.69
ID02101,Female,20,Psychology,95.3,4.6,3.41,8.2,10,3.55,Excellent,Excellent,1,Low Risk,8.877500000000001
ID02102,Male,19,Economics,79.8,1.3,3.11,6.0,10,3.16,Good,Very Good,1,Medium Risk,31.677500000000002
ID02103,Male,22,Engineering,98.8,4.6,3.19,6.9,10,3.64,Excellent,Excellent,1,Low Risk,9.227500000000003
ID02104,Female,23,Engineering,100.0,6.0,3.11,8.0,4,3.6,Excellent,Excellent,1,Low Risk,7.7875000000000005
ID02105,Female,19,Computer Science,75.3,11.2,2.88,7.5,4,3.33,Good,Very Good,1,Low Risk,20.915000000000003
ID02106,Male,24,Economics,96.9,4.5,3.1,5.5,5,3.22,Excellent,Very Good,1,Low Risk,11.269999999999996
ID02107,Female,24,Psychology,73.7,6.8,3.35,7.3,5,3.6,Low,Excellent,1,Medium Risk,17.522499999999997
ID02108,Female,20,Mathematics,100.0,5.7,3.04,6.0,5,3.43,Excellent,Very Good,1,Low Risk,8.399999999999999
ID02109,Male,23,Engineering,74.6,2.5,3.31,7.1,6,3.11,Low,Very Good,1,Medium Risk,27.4675
ID02110,Female,23,Engineering,100.0,4.7,2.68,5.1,6,2.85,Excellent,Good,1,Low Risk,12.749999999999996
ID02111,Male,18,Business,97.7,9.1,2.8,5.7,13,3.28,Excellent,Very Good,1,Low Risk,11.534999999999998
ID02112,Male,19,Computer Science,89.7,8.9,2.73,10.0,7,3.42,Excellent,Very Good,1,Low Risk,15.747499999999999
ID02113,Male,21,Engineering,74.9,8.8,2.82,6.4,11,3.08,Low,Very Good,1,Medium Risk,21.619999999999997
ID02114,Female,21,Engineering,82.7,14.0,3.74,8.7,9,4.0,Good,Excellent,1,Low Risk,10.059999999999997
ID02115,Female,18,Mathematics,52.7,6.0,3.46,6.8,9,3.47,Critical,Very Good,1,High Risk,26.009999999999998
ID02116,Male,20,Mathematics,88.4,3.2,2.56,5.2,3,2.58,Excellent,Good,1,Low Risk,25.019999999999996
ID02117,Male,21,Business,90.2,6.1,3.32,5.4,12,3.53,Excellent,Excellent,1,Low Risk,10.36
ID02118,Female,21,Economics,87.0,2.3,2.9,5.8,4,3.05,Excellent,Very Good,1,Low Risk,26.275000000000002
ID02119,Male,24,Business,40.4,5.5,2.76,10.0,10,2.32,Critical,Average,1,High Risk,37.67
ID02120,Female,24,Business,66.0,2.2,2.36,6.7,3,2.35,Low,Average,1,Medium Risk,40.849999999999994
ID02121,Female,22,Mathematics,73.8,2.7,3.59,7.3,6,3.44,Low,Very Good,1,Medium Risk,24.5775
ID02122,Male,19,Economics,89.4,1.2,2.42,8.0,6,2.69,Excellent,Good,1,Medium Risk,33.795
ID02123,Female,20,Mathematics,89.3,5.3,3.07,7.8,6,3.33,Excellent,Very Good,1,Low Risk,12.952500000000002
ID02124,Male,23,Computer Science,82.4,8.6,2.63,8.3,5,3.23,Good,Very Good,1,Low Risk,19.907499999999995
ID02125,Female,19,Psychology,94.5,4.5,3.49,6.2,3,3.96,Excellent,Excellent,1,Low Risk,8.937499999999998
ID02126,Female,20,Psychology,69.6,4.2,2.93,5.2,11,3.06,Low,Very Good,1,Medium Risk,26.242500000000003
ID02127,Female,21,Computer Science,94.2,2.8,3.03,5.6,8,3.05,Excellent,Very Good,1,Low Risk,19.8975
ID02128,Male,22,Psychology,92.1,7.2,3.05,4.7,10,3.48,Excellent,Very Good,1,Low Risk,11.867500000000003
ID02129,Female,19,Economics,90.7,7.8,3.25,6.2,5,3.87,Excellent,Excellent,1,Low Risk,10.747499999999999
ID02130,Male,21,Mathematics,82.3,1.5,3.11,4.0,9,3.4,Good,Very Good,1,Medium Risk,29.7525
ID02131,Male,20,Psychology,100.0,4.7,3.08,8.1,14,3.36,Excellent,Very Good,1,Low Risk,9.249999999999998
ID02132,Male,19,Economics,92.4,7.0,2.84,7.9,8,3.52,Excellent,Excellent,1,Low Risk,13.569999999999999
ID02133,Female,23,Mathematics,70.5,3.1,2.31,5.5,10,2.06,Low,Average,1,Medium Risk,35.6625
ID02134,Male,19,Economics,88.7,1.4,2.54,4.9,6,2.63,Excellent,Good,1,Medium Risk,32.26
ID02135,Female,21,Computer Science,96.3,2.1,3.46,9.3,16,3.22,Excellent,Very Good,1,Low Risk,17.990000000000002
ID02136,Female,19,Business,76.2,9.4,2.95,8.4,10,3.03,Good,Very Good,1,Low Risk,19.897499999999997
ID02137,Male,23,Computer Science,100.0,7.7,2.77,6.6,10,3.22,Excellent,Very Good,1,Low Risk,10.7625
ID02138,Female,22,Psychology,90.7,8.2,2.4,6.0,9,3.03,Excellent,Very Good,1,Medium Risk,18.185
ID02139,Male,22,Mathematics,49.9,1.7,2.24,7.1,8,1.87,Critical,Poor,0,High Risk,51.144999999999996
ID02140,Female,21,Economics,89.5,7.0,2.75,4.8,9,3.02,Excellent,Very Good,1,Low Risk,15.662500000000001
ID02141,Female,20,Psychology,78.9,9.7,3.54,7.4,10,3.69,Good,Excellent,1,Low Risk,13.519999999999996
ID02142,Male,21,Psychology,93.1,2.7,2.82,5.2,7,3.17,Excellent,Very Good,1,Low Risk,22.630000000000003
ID02143,Female,22,Business,99.2,3.7,3.3,4.0,6,3.46,Excellent,Very Good,1,Low Risk,11.684999999999999
ID02144,Male,18,Psychology,87.9,4.9,2.8,5.8,4,2.95,Excellent,Good,1,Low Risk,16.344999999999995
ID02145,Male,18,Business,100.0,5.3,3.42,5.5,10,3.59,Excellent,Excellent,1,Low Risk,5.075
ID02146,Female,19,Mathematics,82.3,3.3,2.92,9.7,6,3.04,Good,Very Good,1,Low Risk,24.215
ID02147,Male,23,Mathematics,94.4,7.4,2.48,9.5,4,2.79,Excellent,Good,1,Medium Risk,15.819999999999997
ID02148,Male,24,Economics,97.1,5.8,2.97,5.3,13,3.22,Excellent,Very Good,1,Low Risk,10.3175
ID02149,Male,24,Business,83.5,2.4,4.0,6.8,5,4.0,Good,Excellent,1,Low Risk,17.825
ID02150,Female,24,Computer Science,96.7,7.2,3.99,6.0,5,4.0,Excellent,Excellent,1,Low Risk,1.572499999999997
ID02151,Male,19,Mathematics,76.1,3.9,3.34,9.8,7,3.39,Good,Very Good,1,Low Risk,20.930000000000007
ID02152,Male,18,Economics,78.7,6.0,3.03,4.3,8,2.89,Good,Good,1,Low Risk,18.072499999999998
ID02153,Female,22,Computer Science,65.3,2.5,3.25,7.7,5,3.1,Low,Very Good,1,Medium Risk,32.1775
ID02154,Female,19,Mathematics,88.6,2.6,3.26,8.9,9,3.52,Excellent,Excellent,1,Low Risk,21.205000000000005
ID02155,Male,24,Mathematics,89.9,1.3,3.08,6.2,12,3.15,Excellent,Very Good,1,Medium Risk,27.394999999999996
ID02156,Male,24,Economics,100.0,8.0,3.32,7.0,9,3.97,Excellent,Excellent,1,Low Risk,5.950000000000001
ID02157,Male,21,Economics,96.9,6.8,3.2,8.6,6,3.6,Excellent,Excellent,1,Low Risk,8.394999999999996
ID02158,Male,24,Engineering,80.7,4.9,2.94,5.3,6,3.39,Good,Very Good,1,Low Risk,18.359999999999996
ID02159,Male,23,Psychology,67.3,1.7,2.5,8.0,9,2.24,Low,Average,1,Medium Risk,41.04
ID02160,Female,24,Psychology,91.5,8.7,2.87,4.7,8,3.47,Excellent,Very Good,1,Low Risk,13.712499999999999
ID02161,Female,21,Computer Science,100.0,5.9,3.5,4.6,9,3.87,Excellent,Excellent,1,Low Risk,4.375
ID02162,Female,24,Psychology,96.3,3.3,3.08,8.3,11,3.28,Excellent,Very Good,1,Low Risk,16.515
ID02163,Male,23,Computer Science,100.0,5.1,3.25,5.5,8,3.41,Excellent,Very Good,1,Low Risk,6.5625
ID02164,Female,22,Mathematics,81.8,3.8,2.96,7.3,6,3.19,Good,Very Good,1,Low Risk,22.09
ID02165,Male,19,Engineering,78.0,5.9,2.57,5.2,5,2.73,Good,Good,1,Low Risk,22.4125
ID02166,Female,23,Engineering,73.9,2.2,2.98,7.4,8,2.8,Low,Good,1,Medium Risk,31.869999999999994
ID02167,Female,21,Mathematics,84.2,0.9,2.59,4.5,10,2.7,Good,Good,1,Medium Risk,35.8475
ID02168,Male,19,Economics,83.8,5.6,2.56,8.9,8,2.77,Good,Good,1,Low Risk,19.89
ID02169,Female,19,Business,88.1,6.1,3.7,8.2,4,4.0,Excellent,Excellent,1,Low Risk,7.980000000000001
ID02170,Male,21,Business,83.1,1.3,2.89,6.1,6,3.01,Good,Very Good,1,Medium Risk,32.11750000000001
ID02171,Female,18,Psychology,83.0,0.6,2.73,4.2,11,2.75,Good,Good,1,Medium Risk,36.362500000000004
ID02172,Male,24,Economics,73.3,4.9,3.91,6.7,9,4.0,Low,Excellent,1,Medium Risk,13.2025
ID02173,Male,23,Computer Science,99.1,5.7,3.51,6.5,9,3.76,Excellent,Excellent,1,Low Risk,4.692500000000004
ID02174,Female,21,Engineering,86.1,3.7,2.91,6.2,7,3.41,Excellent,Very Good,1,Low Risk,20.9925
ID02175,Male,22,Psychology,82.4,2.3,3.31,8.6,6,3.4,Good,Very Good,1,Low Risk,24.757499999999997
ID02176,Female,20,Mathematics,73.8,11.3,2.98,8.8,9,3.33,Low,Very Good,1,Medium Risk,20.715
ID02177,Male,21,Economics,65.0,5.4,2.75,7.6,10,2.76,Low,Good,1,Medium Risk,26.6875
ID02178,Female,24,Engineering,100.0,7.9,3.34,9.2,7,3.73,Excellent,Excellent,1,Low Risk,5.775000000000001
ID02179,Female,24,Computer Science,93.3,2.0,2.94,4.0,5,3.07,Excellent,Very Good,1,Low Risk,24.29
ID02180,Male,19,Computer Science,60.6,8.6,3.14,6.5,6,3.5,Low,Excellent,1,Medium Risk,25.255
ID02181,Male,19,Business,96.4,5.3,3.61,6.5,8,4.0,Excellent,Excellent,1,Low Risk,5.032499999999999
ID02182,Male,21,Psychology,98.8,10.6,3.56,8.3,8,4.0,Excellent,Excellent,1,Low Risk,4.390000000000001
ID02183,Male,20,Mathematics,86.9,6.0,2.82,6.5,8,3.2,Excellent,Very Good,1,Low Risk,16.22
ID02184,Male,21,Engineering,100.0,4.5,3.34,7.8,4,3.55,Excellent,Excellent,1,Low Risk,7.775000000000001
ID02185,Female,20,Computer Science,88.3,4.0,2.54,6.3,8,3.06,Excellent,Very Good,1,Low Risk,22.04
ID02186,Female,20,Engineering,63.7,2.8,3.33,6.0,9,3.13,Low,Very Good,1,Medium Risk,30.997500000000002
ID02187,Female,24,Mathematics,90.5,4.0,3.17,8.2,11,3.57,Excellent,Excellent,1,Low Risk,15.5375
ID02188,Female,24,Engineering,88.7,6.1,3.29,7.0,4,3.56,Excellent,Excellent,1,Low Risk,11.2975
ID02189,Female,24,Psychology,76.0,6.7,2.95,7.5,6,3.33,Good,Very Good,1,Low Risk,19.987499999999997
ID02190,Female,22,Business,93.6,2.5,4.0,5.1,9,3.98,Excellent,Excellent,1,Low Risk,12.880000000000003
ID02191,Male,24,Engineering,60.0,1.5,2.65,8.0,9,2.38,Low,Average,1,Medium Risk,43.8125
ID02192,Female,23,Economics,99.9,5.1,3.59,5.4,13,3.9,Excellent,Excellent,1,Low Risk,3.632499999999998
ID02193,Female,19,Business,71.8,1.2,2.58,9.6,7,2.46,Low,Average,1,Medium Risk,40.315000000000005
ID02194,Female,19,Mathematics,70.2,4.1,3.35,6.6,11,3.35,Low,Very Good,1,Medium Risk,22.697499999999998
ID02195,Male,20,Business,83.3,1.7,3.39,6.4,9,3.67,Good,Excellent,1,Medium Risk,26.052499999999995
ID02196,Male,19,Engineering,91.5,6.5,3.13,8.3,5,3.64,Excellent,Excellent,1,Low Risk,11.4375
ID02197,Male,18,Engineering,87.5,3.2,2.85,6.9,6,3.28,Excellent,Very Good,1,Low Risk,22.8875
ID02198,Female,20,Economics,73.9,3.5,3.17,8.1,9,3.25,Low,Very Good,1,Medium Risk,25.007499999999997
ID02199,Male,19,Computer Science,77.4,1.5,3.23,6.6,6,3.02,Good,Very Good,1,Medium Risk,30.9075
ID02200,Male,18,Economics,68.0,7.5,3.99,8.1,17,3.7,Low,Excellent,1,Medium Risk,14.487499999999999
ID02201,Female,22,Engineering,81.6,4.7,2.66,6.9,6,3.08,Good,Very Good,1,Low Risk,21.205000000000002
ID02202,Male,19,Business,100.0,4.8,2.82,8.3,10,3.2,Excellent,Very Good,1,Low Risk,11.125000000000002
ID02203,Male,18,Economics,84.9,1.8,3.24,8.7,9,3.22,Good,Very Good,1,Medium Risk,26.244999999999994
ID02204,Male,21,Economics,97.9,1.1,2.97,4.6,7,2.95,Excellent,Good,1,Medium Risk,25.557499999999997
ID02205,Female,23,Computer Science,100.0,2.5,3.05,7.5,6,3.49,Excellent,Very Good,1,Low Risk,18.3125
ID02206,Female,21,Engineering,76.2,3.2,3.64,9.7,12,3.36,Good,Very Good,1,Low Risk,21.06
ID02207,Male,18,Engineering,82.2,2.4,1.69,7.9,7,1.92,Good,Poor,0,High Risk,38.622499999999995
ID02208,Female,20,Mathematics,100.0,10.7,2.8,10.0,4,3.27,Excellent,Very Good,1,Low Risk,10.5
ID02209,Male,24,Computer Science,100.0,7.6,2.23,5.6,16,2.47,Excellent,Average,1,Medium Risk,15.487499999999999
ID02210,Female,24,Mathematics,59.9,4.1,2.5,7.4,8,2.4,Critical,Average,1,High Risk,34.77
ID02211,Female,24,Mathematics,90.8,2.6,4.0,7.7,7,4.0,Excellent,Excellent,1,Low Risk,13.740000000000002
ID02212,Female,20,Mathematics,85.0,2.0,3.4,6.2,5,3.69,Excellent,Excellent,1,Low Risk,24.0
ID02213,Male,19,Psychology,97.4,4.0,3.58,5.1,7,3.97,Excellent,Excellent,1,Low Risk,8.844999999999995
ID02214,Female,24,Mathematics,73.8,4.9,3.06,10.0,13,3.09,Low,Very Good,1,Medium Risk,20.415
ID02215,Female,21,Economics,72.4,3.1,3.48,8.7,11,3.43,Low,Very Good,1,Medium Risk,24.57
ID02216,Male,20,Business,74.9,5.4,2.22,7.8,11,2.31,Low,Average,1,Medium Risk,26.869999999999994
ID02217,Female,20,Economics,76.4,2.9,3.62,7.1,10,3.68,Good,Excellent,1,Low Risk,22.345
ID02218,Male,24,Economics,97.2,2.0,2.69,7.2,7,3.12,Excellent,Very Good,1,Low Risk,24.722499999999997
ID02219,Female,21,Engineering,67.3,5.4,2.83,7.9,5,2.87,Low,Good,1,Medium Risk,24.9525
ID02220,Male,22,Psychology,75.7,1.1,3.35,9.2,8,3.04,Good,Very Good,1,Medium Risk,32.2225
ID02221,Female,20,Mathematics,58.2,1.5,3.26,5.9,10,2.97,Critical,Good,1,High Risk,39.285
ID02222,Male,24,Engineering,100.0,2.2,3.14,7.2,7,3.22,Excellent,Very Good,1,Low Risk,18.724999999999998
ID02223,Male,23,Computer Science,100.0,2.8,2.42,6.4,8,2.85,Excellent,Good,1,Medium Risk,22.625
ID02224,Male,18,Computer Science,80.1,6.1,3.15,5.4,9,3.67,Good,Excellent,1,Low Risk,16.392500000000005
ID02225,Male,19,Engineering,80.5,1.5,3.58,6.1,3,3.69,Good,Excellent,1,Medium Risk,26.45
ID02226,Male,20,Business,91.8,3.5,2.83,7.3,14,3.13,Excellent,Very Good,1,Low Risk,19.927500000000002
ID02227,Male,23,Engineering,100.0,5.0,3.76,6.6,9,4.0,Excellent,Excellent,1,Low Risk,2.100000000000002
ID02228,Female,23,Engineering,91.1,4.7,2.66,7.0,8,2.99,Excellent,Good,1,Low Risk,16.93
ID02229,Male,20,Psychology,74.5,6.1,3.1,8.1,4,3.14,Low,Very Good,1,Medium Risk,19.349999999999998
ID02230,Male,22,Computer Science,60.7,3.6,3.87,8.7,11,3.8,Low,Excellent,1,Medium Risk,24.4225
ID02231,Female,18,Computer Science,68.3,2.7,2.76,10.0,6,2.49,Low,Average,1,Medium Risk,34.315000000000005
ID02232,Male,19,Mathematics,86.1,8.3,3.63,8.2,9,4.0,Excellent,Excellent,1,Low Risk,9.492500000000003
